node_id,deg_centr
13322,0.00012371644191513053
13394,0.00012371644191513053
5366,0.0003711493257453916
18391,0.0001855746628726958
16909,0.0001855746628726958
18633,0.0001855746628726958
21844,0.0001855746628726958
21845,0.0001855746628726958
6227,0.0001855746628726958
22348,0.00024743288383026105
14527,0.0003092911047878263
14530,0.00024743288383026105
27842,0.0001855746628726958
27847,0.00024743288383026105
7383,0.00024743288383026105
29044,0.00012371644191513053
20477,0.0001855746628726958
2794,0.00024743288383026105
2115,0.00012371644191513053
29564,0.0003711493257453916
26593,0.00012371644191513053
4090,0.0001855746628726958
7888,0.00012371644191513053
30439,0.00012371644191513053
18013,0.00012371644191513053
28801,0.00012371644191513053
12204,6.185822095756526e-05
28422,0.0001855746628726958
3972,6.185822095756526e-05
21214,0.0001855746628726958
30738,0.0001855746628726958
23624,0.0001855746628726958
2415,0.0001855746628726958
6402,0.00012371644191513053
14531,0.00024743288383026105
27220,0.0001855746628726958
9139,0.00012371644191513053
9138,0.0001855746628726958
179,0.0001855746628726958
29050,0.00012371644191513053
3686,0.00012371644191513053
21003,0.00012371644191513053
15714,0.0001855746628726958
26814,0.0001855746628726958
1713,0.0001855746628726958
17698,6.185822095756526e-05
8983,0.00012371644191513053
8984,0.00024743288383026105
23578,0.0001855746628726958
28989,6.185822095756526e-05
22154,0.0001855746628726958
22155,0.0001855746628726958
24649,0.00024743288383026105
24670,0.00024743288383026105
23528,0.0001855746628726958
3617,0.00012371644191513053
2506,0.00012371644191513053
2550,0.00024743288383026105
4014,0.0003092911047878263
7803,0.0003092911047878263
1518,0.00024743288383026105
30030,0.0001855746628726958
2051,0.00012371644191513053
22061,0.00012371644191513053
4797,0.00024743288383026105
28535,0.00012371644191513053
6600,0.00024743288383026105
19051,0.00012371644191513053
2461,0.0003711493257453916
9244,0.00012371644191513053
12523,0.0001855746628726958
13004,0.0001855746628726958
19231,0.0001855746628726958
19232,0.0001855746628726958
2470,0.0001855746628726958
20332,0.0001855746628726958
30358,0.0001855746628726958
30359,0.00012371644191513053
4256,6.185822095756526e-05
21401,0.0001855746628726958
6382,6.185822095756526e-05
6384,0.00012371644191513053
19532,0.0001855746628726958
19531,0.0001855746628726958
2830,0.0003711493257453916
30796,0.0001855746628726958
8640,0.00024743288383026105
23216,0.0001855746628726958
769,0.00024743288383026105
28515,0.0004948657676605221
6511,0.0001855746628726958
22471,0.0001855746628726958
29880,0.0001855746628726958
5883,0.0001855746628726958
3205,0.0003711493257453916
3767,0.00012371644191513053
2573,6.185822095756526e-05
29592,0.0004948657676605221
2027,0.0003092911047878263
2028,0.0006185822095756526
9876,0.00012371644191513053
18868,0.0001855746628726958
6790,0.0004948657676605221
24876,0.0001855746628726958
28544,0.00024743288383026105
26318,0.0001855746628726958
19257,0.0001855746628726958
364,0.0003092911047878263
26175,0.0001855746628726958
26862,0.0001855746628726958
24339,0.0001855746628726958
10830,0.00012371644191513053
9107,0.00012371644191513053
8807,0.00012371644191513053
8817,0.0001855746628726958
28968,0.0005567239886180873
30322,0.0001855746628726958
9757,0.0001855746628726958
6320,6.185822095756526e-05
27737,0.0001855746628726958
17056,6.185822095756526e-05
14892,0.00012371644191513053
26510,0.0001855746628726958
22771,0.00012371644191513053
7512,0.0003092911047878263
24790,0.00012371644191513053
11801,0.0003092911047878263
10817,0.00012371644191513053
10818,0.00012371644191513053
6128,0.00012371644191513053
28614,0.00012371644191513053
26065,0.0001855746628726958
23449,0.00024743288383026105
1227,0.0006185822095756526
31130,0.00012371644191513053
24615,0.0001855746628726958
24616,0.00024743288383026105
4541,0.0003711493257453916
9993,0.0003092911047878263
23365,0.0001855746628726958
23366,0.0001855746628726958
1190,0.0003092911047878263
19689,0.00024743288383026105
8712,0.00043300754670295684
23254,0.0001855746628726958
5461,0.00012371644191513053
