node_id,page_rank
549,5.321116726493432e-05
15818,5.607110410274491e-05
19799,4.9002009898813705e-05
31138,8.893283935737926e-05
2854,7.540716412143212e-05
2856,5.300288308416564e-05
3412,5.870508572462504e-05
29063,3.42299694811885e-05
30919,6.0781410410802104e-05
11904,6.046243078224055e-05
4294,0.00016227005461864682
31218,4.340326744359432e-05
29701,5.7602723356182314e-05
3709,4.904815632461582e-05
3740,7.664608353768234e-05
22881,5.4516579241657756e-05
7721,0.00012209133518260374
19401,6.661193964674864e-05
22984,6.654431837851133e-05
18285,6.928231694405904e-05
23854,7.302233095858482e-05
1225,0.00014775170545180892
20494,4.1217332251983916e-05
8491,3.550968150219967e-05
23173,9.255530464425687e-05
17388,5.149660050009813e-05
25623,7.021161999038982e-05
23178,6.963332336938635e-05
24029,6.066397109096999e-05
10421,5.973388471700606e-05
22212,8.380290523637968e-05
22253,6.455002468098723e-05
7170,5.152090553494879e-05
31287,7.118814226978015e-05
4956,6.151427681010469e-05
20436,8.539018620713328e-05
490,0.00010147524137221653
6206,7.989815271490977e-05
6207,6.33098785802506e-05
12538,0.00010455884414074592
23654,8.710610938578511e-05
601,5.287140533327405e-05
7267,7.890360958253244e-05
2715,5.068795049550144e-05
30833,7.939593831873622e-05
25118,8.596162903155014e-05
29152,3.363408701593342e-05
8639,6.190212847867951e-05
7567,0.00011957860647034585
7569,0.00013108576896292553
8431,0.00011046068749207414
8433,3.27587993831802e-05
3272,4.9901042388073874e-05
18367,6.547850844259564e-05
9887,6.729510098046655e-05
15226,4.689017828346016e-05
22550,8.114875030975418e-05
2711,8.271395929113556e-05
5834,3.1091456551888245e-05
28489,0.00012828811924934207
509,4.975836328294639e-05
19341,6.991485384001602e-05
9204,7.468245074515842e-05
9207,7.58389418303601e-05
11458,3.1750895366301256e-05
16062,7.931506197311969e-05
30794,5.39159413019065e-05
3510,0.00012685023900769373
6751,5.36457065430962e-05
6754,5.088080490537604e-05
6624,9.330411610431643e-05
14535,7.667234006414212e-05
8728,0.00011754268171162906
28873,5.3695650875711834e-05
21159,6.513730529375905e-05
21160,6.406083608956857e-05
1889,0.0001057641167210123
6613,4.740521193888844e-05
19280,4.713426059591543e-05
358,0.00022563183238375595
29822,7.560811892152149e-05
4891,5.8730327175238536e-05
4113,9.691432856603517e-05
30175,6.273122436959024e-05
3840,0.00010022163885967279
28438,0.00010271691085202232
2790,0.00012312028930519552
26788,6.378330808425942e-05
12028,6.604126183600291e-05
12029,3.735271492597246e-05
380,0.00011904036684216501
446,0.00021507935670480298
389,6.881550114677327e-05
9688,4.90556274298491e-05
3725,2.5455024014741594e-05
21019,7.612626035446445e-05
546,5.8983256457037614e-05
19376,8.743711600279415e-05
5419,0.0001382710591821886
22930,5.585186262890977e-05
9913,0.00013670275816080767
9918,4.755023069354671e-05
8236,4.490157868731718e-05
8238,6.367943995731958e-05
21435,6.763325399219568e-05
21436,8.7576834694997e-05
2656,0.00014372433805445161
3866,5.784938939729028e-05
16977,6.314383137850506e-05
28728,5.0232019350673925e-05
7152,5.231825263683944e-05
8555,5.8514112568365297e-05
8557,5.712721755286458e-05
170,9.685863438881089e-05
749,6.985214728902526e-05
22551,8.665467543830262e-05
22555,6.365707891331243e-05
15807,7.695990815836915e-05
15811,3.108855334129143e-05
18631,6.35148136592864e-05
18677,6.22491907948168e-05
10213,0.00010552734940825177
10215,4.8255761341026625e-05
813,6.0587390819238166e-05
407,7.600465606226423e-05
7301,5.337381728365005e-05
30945,5.6549873333710596e-05
7820,4.540290438816577e-05
22924,6.476508156479116e-05
27053,8.582259122264234e-05
27054,8.670350004340939e-05
8619,4.776614669937131e-05
29612,9.282161294312316e-05
1402,8.534222501561874e-05
19806,8.681415709886202e-05
30637,4.5427132213262064e-05
576,6.590986332824099e-05
23107,7.157630122493351e-05
23108,7.20882285397474e-05
13485,5.341730062682385e-05
9049,8.324200966953121e-05
13155,3.28621655343844e-05
15959,6.448879166115568e-05
15960,3.668267111820392e-05
7858,0.00020857932669914313
30432,4.755342890736969e-05
22741,6.648319911279455e-05
878,0.00013059795959523786
30749,6.532692155723842e-05
9101,6.46310923082687e-05
9709,9.265703132753169e-05
9712,0.00014318928501921345
28703,8.154088671119035e-05
28702,5.297361284896008e-05
27044,5.643554226991743e-05
28921,9.307120567841038e-05
9238,5.395076202605647e-05
28931,8.099224758185053e-05
13421,8.172163714924597e-05
13422,5.371361245364487e-05
18304,3.078319252598398e-05
20994,6.579151790649188e-05
3675,0.0001293247336085187
8225,8.895652699072824e-05
8235,8.273281196063582e-05
23822,6.749184684666337e-05
23824,6.598018121268784e-05
16074,5.9464965296557346e-05
28886,0.00010325060080238044
3537,9.320825119005894e-05
20905,6.29478043357173e-05
177,6.93374777862944e-05
1669,6.648007450925604e-05
18637,4.80722009614198e-05
18653,4.906523675944197e-05
6175,9.627702036115024e-05
11901,5.7395174132073515e-05
158,5.9763462378373494e-05
19088,5.740258350797171e-05
117,7.957906766111258e-05
344,7.981118909755269e-05
19373,6.06228992003339e-05
19371,6.22733216391474e-05
23412,6.325467453623346e-05
29672,6.56940452227785e-05
5332,7.272098951737271e-05
28548,5.3031824789398564e-05
3540,7.449834417869842e-05
20907,5.656731176828161e-05
9007,0.00010032685650577307
29597,6.024960291487497e-05
1841,3.308200173178212e-05
20036,8.401276785475689e-05
27862,3.3798204226557856e-05
2783,8.656147980177378e-05
11254,5.074364634370986e-05
29377,9.892147549399286e-05
10013,5.558756994576847e-05
23846,7.984876911443242e-05
6745,0.0001326905393845287
6749,6.567718742934517e-05
28617,0.00010588866224657488
28597,2.7280990371549313e-05
1977,0.00010517940670716651
16181,3.162891396301229e-05
7174,8.352241384382454e-05
22634,6.052678250375058e-05
20199,7.746841651585883e-05
28280,5.395228444005587e-05
2453,6.467326554713476e-05
20339,6.462222392198541e-05
29744,6.234400568728285e-05
2034,6.540296722612994e-05
19254,6.418031901736298e-05
30835,6.480547237969004e-05
8819,7.206944408711638e-05
8833,6.864722193732602e-05
7889,8.57403323517929e-05
13233,6.490422039701063e-05
20227,5.998312848746045e-05
20238,6.051050056255193e-05
14453,4.9986709239608977e-05
23782,7.337751193237178e-05
9480,0.0001399624131338815
9874,0.00010242731984000616
17072,6.0929226442518e-05
2444,6.814282431250572e-05
28972,4.6292835517163156e-05
26985,6.81169431327072e-05
26986,6.775502220053898e-05
523,0.00011312519974966424
764,4.426194708563952e-05
2977,6.019429453145143e-05
4492,5.976634115333827e-05
1644,5.072146278845005e-05
871,5.3179834661834684e-05
9493,7.033852598871531e-05
9500,4.9831474832504565e-05
30803,6.32221013819394e-05
11105,8.697878224376673e-05
10183,0.0001274096566067132
29857,6.652736432478296e-05
13087,5.095929202480802e-05
25710,7.03884042506069e-05
3103,6.685564950165199e-05
28943,4.57099639990484e-05
4658,8.128105309292347e-05
21618,7.94263804295073e-05
6522,5.316010811011544e-05
14411,5.1768897274973177e-05
9562,9.217106777888265e-05
19023,2.886361839675007e-05
10090,9.422982868779916e-05
23883,6.183244993498582e-05
6587,6.831681250618892e-05
19399,3.9926358275190376e-05
6130,0.0001022122600325342
28997,8.738546254054438e-05
3502,5.607629001013374e-05
14129,5.478922472821866e-05
19963,8.54177447054132e-05
1701,8.540660349478385e-05
18250,7.846724409649324e-05
18251,6.070198353096958e-05
29248,0.00020275081049045713
31101,5.3267052210592386e-05
17786,6.986825212101615e-05
28392,5.218103055492032e-05
1918,0.00010710556054229558
18992,7.438629401488602e-05
30398,6.95925473149207e-05
30399,7.094336299883354e-05
2724,0.00012516171517759357
22917,5.8645273574904347e-05
3250,0.00011255723215965868
7892,7.034924220431578e-05
6504,5.353648476437502e-05
19617,7.420044669838844e-05
19263,6.87710652786087e-05
211,8.854379561603403e-05
4058,9.111722836032098e-05
30149,7.02715543430167e-05
5589,5.906940465978675e-05
1583,6.387172484804705e-05
8055,7.997339873964674e-05
15887,6.0454383042154535e-05
10123,5.222117955996183e-05
10126,5.171882485630758e-05
424,0.00011113622565540903
30235,6.634011961278076e-05
7538,9.213203807347507e-05
6877,0.00010925641208222762
21398,6.004973055277289e-05
33,0.00022314691309132954
23739,7.50792212870913e-05
9776,3.0550822782851464e-05
24885,7.817664682476707e-05
28234,5.591155443983284e-05
8631,3.41301011800416e-05
23215,8.77129821053459e-05
13094,3.8970303381332264e-05
27134,6.98181296855222e-05
3419,0.00012543188911807995
3420,6.305341019794627e-05
10896,8.120113856067754e-05
24588,7.873218855395915e-05
19337,6.199256056565818e-05
19338,6.161936207283221e-05
19982,6.191858776007821e-05
19691,6.774962786227895e-05
25669,4.850899433756838e-05
2912,8.83435362019165e-05
192,7.268956715346061e-05
19117,7.479368580373712e-05
1030,0.00012274412262309892
7276,4.7611307843924514e-05
16687,5.223830462661603e-05
16963,5.195440013502289e-05
23840,6.327392485631783e-05
23838,6.271996160843218e-05
9708,0.00012381280194323583
31238,6.718976120320509e-05
29448,9.023982980177757e-05
2011,5.047643455018303e-05
9334,4.955579115221851e-05
23548,7.290840972178604e-05
3199,3.2789498394481095e-05
3207,8.288908531981463e-05
124,4.724963773327612e-05
129,0.00012743692310446294
6131,2.7549524609211903e-05
2416,0.0001074803565659098
19108,6.745788617720311e-05
6124,4.81686889694028e-05
6126,6.914720790753537e-05
22936,6.347438199443827e-05
22967,6.26529588110108e-05
19534,5.81932007021061e-05
27144,7.617772911640763e-05
18162,4.316617244769236e-05
1294,0.00011842671929181413
29016,7.320810230679068e-05
23792,6.875177761322856e-05
2052,5.0430348887592275e-05
30815,7.41779595647057e-05
30618,5.1885668914363016e-05
30619,5.197171780687643e-05
21322,7.267251381988217e-05
29266,0.0001894548847209738
4617,3.162489168136955e-05
30341,7.885988862065492e-05
11645,2.922675630227793e-05
24740,7.040681867326415e-05
3005,0.00010729327466417322
2122,0.00010845706191401074
14121,7.897965931437785e-05
31072,8.004993356689055e-05
27843,4.6292143922102565e-05
31106,6.628769274912878e-05
6931,5.305654677229943e-05
7288,7.167909233748884e-05
8524,0.00010089388491868787
8525,5.2287678325224816e-05
12326,5.654983240751659e-05
22568,7.9464661591315e-05
3730,6.133289558863907e-05
17164,6.767212578070767e-05
4629,5.166668140974527e-05
12570,5.947715844788521e-05
16938,6.724517204561247e-05
28277,6.723517640376947e-05
3100,2.887560503397625e-05
25120,6.916677549827894e-05
14171,0.00010117714950191027
16863,3.07800249937915e-05
30187,7.346717674861213e-05
31313,5.420502023915454e-05
2248,0.00010773999337257523
4167,8.367309669547556e-05
2620,5.5965537814580214e-05
10918,5.638754063254361e-05
23159,6.517373698045295e-05
23188,6.747658146793526e-05
9842,6.931598376270788e-05
9845,5.004191989492329e-05
13633,6.274210259733769e-05
13774,5.719887573596444e-05
23539,6.696125938001565e-05
30484,6.564783279171903e-05
23249,6.139706330721335e-05
23250,6.29450661388233e-05
2473,6.713349061526687e-05
2476,4.715047410315769e-05
21559,6.286179593657481e-05
21560,8.993234475433449e-05
3416,6.860521424391692e-05
20840,6.273800098705992e-05
18333,7.035750251024406e-05
18332,7.161008211078987e-05
7141,0.00012091935951849544
18765,5.307644302769647e-05
3516,0.0001893137309892471
27435,6.973918364137436e-05
10668,8.715595909317169e-05
21960,7.343593392159089e-05
3581,8.239815881782206e-05
3239,8.530796912885384e-05
7127,0.00010528107811133292
7129,8.285996550110787e-05
3929,8.479216120123165e-05
30117,6.690885536073689e-05
18306,0.00010388755057797055
18307,9.09094165681819e-05
2837,0.00012234424907887296
20493,8.21896342019551e-05
9851,7.129021702115935e-05
23776,8.039369540871109e-05
7233,7.855461815513452e-05
10107,3.1540922928689846e-05
22420,6.779668309021755e-05
25526,6.147926440732392e-05
21456,6.511066143005941e-05
26241,6.549159668679603e-05
2793,6.331668627064506e-05
29087,6.339691584031702e-05
25188,8.770728210490394e-05
28536,0.000126295759039262
6495,8.539702651116427e-05
7232,6.528964469958211e-05
4477,8.346320568972194e-05
28505,0.00010341831507240445
6784,8.065261617512721e-05
23034,6.284412709862731e-05
21836,6.572900507051155e-05
23245,6.31858705794265e-05
9956,4.953803182584641e-05
30062,5.2302092570506146e-05
620,9.185963538371904e-05
28330,2.8799244570000767e-05
414,0.00010344092601428679
22714,6.503884726091394e-05
5431,6.320902283419577e-05
21979,8.191750167389598e-05
16910,5.2921971377094304e-05
29183,7.465587985558736e-05
9694,4.64887634217722e-05
765,4.648160370173983e-05
7459,0.00015802304393048845
19760,6.215222035764451e-05
19565,8.739148342888867e-05
19567,5.729939649273441e-05
1891,0.00016539865666683173
1910,8.44156614636336e-05
6902,9.784483730025044e-05
7700,3.0074142982851623e-05
10247,5.188729686393094e-05
10248,5.482631471528932e-05
30035,5.082144772584247e-05
12066,9.96303743702623e-05
8296,5.25227041216425e-05
14462,4.717252681265363e-05
4442,9.853106040893513e-05
6022,4.787363288875313e-05
21838,7.006309391863366e-05
15826,5.7199747267926295e-05
31016,7.17294907491624e-05
7778,5.0310868488839315e-05
31004,7.271668173056538e-05
9989,0.0001200194945756907
29008,0.00010411663231889518
319,0.00012936305246685802
29015,0.00012741969434187957
506,0.00010083484333554859
29237,0.0001774391042994439
10861,5.6733836283318034e-05
18428,8.327166417726033e-05
28359,5.671559695294352e-05
15980,7.588047726748921e-05
10612,5.541221555990161e-05
18977,7.48666555809439e-05
8321,2.9175085168609135e-05
23120,7.0223706143326e-05
20068,3.871949138191164e-05
20071,5.40651434995237e-05
3106,0.0001961555112827579
4135,2.5951329871778723e-05
6898,7.367930707151491e-05
8316,5.43642611463834e-05
7222,0.00015288947723248077
10059,8.897404925819284e-05
21075,6.49858976602321e-05
21077,7.039785294600968e-05
25758,5.550343130816543e-05
25759,7.989159553777652e-05
5920,3.620219363591315e-05
25063,9.50001093853125e-05
25027,5.0197859119787756e-05
25028,5.0197859119787756e-05
1395,9.836825655126945e-05
1396,5.959802132672582e-05
20263,5.6980680140965e-05
2315,0.0001523723090535019
10068,0.00010366702307328126
10072,9.768908322059158e-05
4642,3.0817665058940116e-05
14255,7.601833720689792e-05
310,3.0642912164432565e-05
20525,7.54053507510157e-05
3944,9.759040424524158e-05
7157,7.580348145363783e-05
3356,6.513272726760589e-05
6212,8.400526653405896e-05
22655,6.383514475565197e-05
27026,7.200149075913738e-05
20,5.961071438642835e-05
9251,5.36855389726433e-05
23514,7.668172779171672e-05
7087,4.7829176472234055e-05
7464,4.6534716571084606e-05
24723,5.6069767844425515e-05
2636,0.00011403797863720162
29595,7.50482596255505e-05
7037,5.328443395873912e-05
28713,7.359283150037843e-05
590,4.116744732502333e-05
29358,0.00015948560556866025
22139,6.236350848563271e-05
28231,0.00014654144352098554
19736,7.402871884571021e-05
19737,6.939358276261352e-05
22094,8.230504298893472e-05
5726,3.259750232456951e-05
11919,3.569303974007315e-05
23957,6.215988887869027e-05
19939,6.772758705033701e-05
19940,4.732373326929561e-05
5385,8.841503572764092e-05
5386,4.790912398415505e-05
22293,6.503173180700064e-05
18184,5.735480877139793e-05
11545,4.627011871176014e-05
24702,6.637566590440012e-05
5886,7.257848597258702e-05
28485,2.8754611277463414e-05
8352,0.00011370768151759225
23089,6.939904172973583e-05
25409,6.948892804028382e-05
20624,5.100237650742329e-05
22152,6.556813245415589e-05
18660,8.241899777251981e-05
18662,6.556163291354924e-05
23316,7.505329573161633e-05
23319,7.352717440927033e-05
19670,6.993270269043007e-05
30754,6.532194498721743e-05
1961,5.478678291414837e-05
3083,7.275751945792525e-05
1511,6.477448220890711e-05
19863,6.996514052455584e-05
12777,0.00010686966108025304
25244,6.326380902034976e-05
3520,3.059177700495718e-05
3400,0.00010030428433194046
30188,4.2642607034559964e-05
9264,5.420500435742704e-05
19474,7.233693411814077e-05
457,0.00010278898719396322
18216,6.354860676848151e-05
28504,0.00011864985300538198
18302,6.547872339578354e-05
19899,5.4832721673542316e-05
30789,5.704906935428711e-05
8401,5.902548437198419e-05
24099,6.0039090965311515e-05
2820,7.055137575003609e-05
2822,5.219944904350311e-05
616,9.178129096757825e-05
9326,4.8531290431421615e-05
19697,6.109707896499004e-05
29514,8.574748956810974e-05
1008,6.81742046080212e-05
9371,3.825250676129302e-05
30518,7.302720371964481e-05
10128,5.875945162555941e-05
4110,7.565688561739247e-05
6676,3.393526688176501e-05
22544,0.00011600326888523376
7247,4.826274817157895e-05
7248,6.660234761947624e-05
350,6.861910219027709e-05
19248,8.264541963093469e-05
693,7.100649266083143e-05
15795,2.939659796780593e-05
16815,7.70909526007216e-05
16852,6.107192577728201e-05
19323,5.815652017011446e-05
19324,5.772020837373197e-05
23598,5.52159450551473e-05
28945,8.32616257381127e-05
206,0.00016748587400315315
20970,6.69162644316856e-05
1903,6.105639997496945e-05
19179,6.422983929633259e-05
19180,6.323060013741625e-05
18283,4.899505310356715e-05
30400,7.08372468385077e-05
31188,6.307702239508395e-05
13453,4.313276748013071e-05
4621,6.762206125859453e-05
4839,0.00014276581889290926
23719,6.42537752061862e-05
23720,6.287804498302005e-05
1864,5.840872995187941e-05
1866,5.9010096405592465e-05
30078,5.826708317939877e-05
2745,0.00016152289574498675
767,8.085209073298069e-05
181,4.328688965363653e-05
20492,9.309009559393304e-05
5771,3.56631108056527e-05
5814,7.403651308060652e-05
30999,5.304427170291927e-05
20027,8.349104012176311e-05
20187,8.389953840233779e-05
7067,7.903737197365181e-05
9824,3.166983160752766e-05
2079,6.543750515040843e-05
2162,7.039784732775688e-05
9727,8.129812856099713e-05
9731,3.231573463761396e-05
9419,0.00011880982319849434
6664,7.780114140836682e-05
21271,5.1081848484878204e-05
30150,5.1518729245690795e-05
7693,0.00011526372369576239
8430,5.545752469657546e-05
25746,5.1147247023417214e-05
13352,7.133438968542113e-05
12965,4.698778962130331e-05
20829,6.990794914438764e-05
23834,6.294335893561147e-05
23835,6.291970809230938e-05
20010,6.26412124475893e-05
31257,6.249428040437572e-05
7665,5.199882531640071e-05
22833,7.194260455050831e-05
1385,5.5514608326681235e-05
29960,6.931635098982978e-05
30926,6.990297814981185e-05
24767,7.535451686695456e-05
24770,6.971979047755849e-05
30579,7.823429006583273e-05
11843,3.144186892629623e-05
21299,6.574764731841613e-05
21300,6.491356798382945e-05
9487,5.0710273113440515e-05
2672,7.060759950304737e-05
19635,6.554586406346059e-05
19494,6.714654243457235e-05
22575,4.7831840481830126e-05
25930,6.604023189944165e-05
13566,3.642038942121475e-05
13567,6.386051272686966e-05
2643,0.00017320531860264143
23959,6.50312585450501e-05
10161,0.00010661077894319517
29789,6.609165679330472e-05
13917,0.00010126765423527234
25994,3.800347432232039e-05
7259,5.339348555735963e-05
12203,4.980519868494151e-05
20169,9.38280385329564e-05
20170,6.850446000916283e-05
649,0.00015919020586103175
3455,4.48693561544574e-05
7106,2.8912227161032864e-05
18484,7.00472049632023e-05
7523,8.57978670388583e-05
20939,7.334851141346766e-05
31338,8.108533522368442e-05
30238,4.439574565378888e-05
11488,4.4596174417711906e-05
24667,6.372836432155029e-05
19242,6.224512248162814e-05
5122,5.483635521658935e-05
5136,5.467561740706336e-05
2945,8.300891155952746e-05
19461,6.315832602482065e-05
5108,3.8417051480644856e-05
5109,6.856192704735685e-05
3561,0.00010010091351599573
3566,6.044795181150034e-05
22750,7.515352057099183e-05
7273,8.91453928921555e-05
