node_id,eig_centr
4956,1.779210234320656e-18
20436,2.2420038815132192e-10
490,1.0883714701069706e-09
6206,7.916772883140413e-12
6207,2.194208227087178e-12
12538,2.4682985224602597e-17
23654,7.629794388883886e-18
601,0.00016094467914131195
7267,0.00016551657833082124
2715,1.592740722444379e-17
30833,1.1551067837820151e-17
25118,6.991647087389638e-19
29152,1.656209402554444e-19
8639,5.949645236064684e-17
7567,1.2681084778612771e-11
7569,3.2482751995727673e-12
8431,1.535053864986594e-12
8433,3.496773452963187e-13
3272,1.671764304595907e-17
18367,5.067390101089848e-17
9887,5.928620151626195e-13
15226,1.5561473312849409e-13
22550,4.144858040468041e-12
2711,1.1650694124900236e-12
5834,1.8254686997687804e-15
28489,6.971578254632263e-15
509,7.912758617661574e-16
19341,3.116990051484486e-15
9204,3.1788774895231076e-16
9207,4.392097510129072e-16
11458,2.370986294280523e-16
16062,9.146346234333575e-16
30794,8.47077538902843e-19
3510,2.677516340034565e-18
6751,9.133785344648546e-16
6754,3.077105238318197e-15
6624,8.369819728379346e-12
14535,9.906550688631025e-12
8728,4.055479079478571e-10
28873,2.6767108559624894e-10
21159,9.377389333741024e-16
21160,1.82025217708152e-15
1889,2.9273459496543894e-11
6613,9.466829876465582e-12
19280,2.314243419538612e-10
358,9.20142285293352e-10
29822,1.2762769816282544e-10
4891,2.2999870622876657e-11
4113,3.18261214052745e-14
30175,1.5620800701488396e-14
3840,5.551706334909547e-05
28438,0.00023291408788946838
2790,6.029245591038106e-13
26788,1.638671300005314e-13
12028,3.713731941170808e-17
12029,1.03920600126157e-17
380,7.655927310505516e-08
446,1.719430419546502e-07
389,2.498973990098491e-10
9688,6.319126933452513e-10
3725,8.41954780211326e-10
21019,3.8511513497187564e-09
546,1.7508742795564105e-16
19376,4.9884805541969826e-17
5419,3.396930125463092e-10
22930,4.479867444502367e-10
9913,1.10698772427863e-15
9918,4.853196979853046e-16
8236,4.956678559684042e-15
8238,1.4193991992707826e-14
21435,9.086189368269662e-11
21436,2.7728630995443303e-10
2656,0.002089983564799272
3866,8.244400539452103e-17
16977,2.454935654728877e-17
28728,4.3046014662294624e-14
7152,1.9666323564072235e-14
8555,8.395298350957534e-21
8557,1.8530561973771363e-20
170,7.213272213909817e-16
749,1.7951167898473574e-16
22551,5.936331136083975e-14
22555,1.4624352994331836e-13
15807,4.6394105180563486e-18
15811,1.430062071844647e-18
18631,1.2740432787888367e-16
18677,1.6604628701238088e-16
10213,4.237130209123578e-18
10215,2.212704397073792e-18
813,2.2047665754681988e-13
407,9.295370743885936e-13
7301,1.6313908733017135e-12
30945,4.494912347295827e-13
7820,5.720306666017961e-07
22924,6.413851079923397e-07
27053,5.249139282646912e-15
27054,2.7305928706363464e-15
8619,1.21620481501092e-13
29612,4.808819459362926e-13
1402,1.0875147506545174e-16
19806,3.953905387164753e-17
30637,3.3098293238753304e-06
576,4.3875355837606796e-06
23107,3.400951451096686e-17
23108,3.365947821478129e-17
13485,1.5933879803303984e-15
9049,4.4039569425541227e-20
13155,1.4007373618210334e-20
15959,1.84550047130917e-20
15960,5.491727032982238e-21
7858,6.001445328117821e-06
30432,1.0949282836534257e-06
22741,3.886491561693322e-17
878,9.76624215150819e-17
30749,8.129290851179081e-15
9101,9.76917181049593e-15
9709,3.288055981985211e-09
9712,1.3592047761036884e-09
28703,2.017541050750498e-12
28702,5.87805668254119e-12
27044,3.1052397058715738e-15
28921,1.0759516155538354e-14
9238,2.3998833683244873e-16
28931,8.379339911551244e-16
13421,5.214792171545187e-19
13422,1.359697807269948e-18
18304,1.1659117180170526e-13
20994,1.940522900400882e-09
3675,3.2203914749668908e-09
8225,3.229867715514649e-15
8235,4.5106375275129084e-15
23822,4.684028651914816e-13
23824,9.792892019160693e-13
16074,2.1776624995481554e-15
28886,8.856740244421527e-15
3537,6.58016762871347e-11
20905,2.199499723019598e-11
177,4.939789841039515e-19
1669,1.2415972180654112e-18
18637,6.854204395842683e-20
18653,3.9795554372341673e-20
6175,1.0237945925584919e-13
11901,2.4360739569858526e-14
158,4.3400067446076587e-14
19088,1.7374762101515702e-13
117,5.230721952058512e-07
344,1.2993251095816703e-07
19373,2.5292791865568513e-11
19371,1.5587752847254977e-11
23412,6.132900404427592e-19
29672,4.1589749176904073e-19
5332,8.35977748641865e-11
28548,1.9487469761166538e-11
3540,9.87059449589499e-12
20907,3.517019340270423e-12
9007,1.8035923196472985e-16
29597,5.039431515993222e-17
1841,9.896481017672908e-17
20036,4.208875664951443e-16
27862,2.2825191494274175e-13
2783,1.2928850945091102e-12
11254,1.2723709948271985e-15
29377,5.702524346220255e-16
10013,3.566230967640922e-15
23846,1.4243274348640273e-15
6745,1.0954931635803893e-14
6749,1.996897834367579e-14
28617,1.0686464992702989e-10
28597,2.5065291351374895e-11
1977,4.398848508431007e-16
16181,1.1405846173102552e-16
7174,8.556006730923809e-12
22634,4.023901553387844e-12
20199,9.510361124630301e-08
28280,2.2736948970126017e-07
2453,7.527567987843341e-15
20339,3.6669830592619375e-15
29744,1.278474231377557e-10
2034,1.9899762760819286e-10
19254,1.4752246767905796e-08
30835,6.948191836656895e-08
8819,3.756169318051518e-13
8833,1.2716995813544304e-12
7889,9.504177315430485e-14
13233,2.28295892241953e-14
20227,1.2093778596134892e-13
20238,4.443648428091755e-13
14453,6.9468659659741545e-12
23782,4.908075511496079e-16
9480,6.034858404731604e-16
9874,3.0497160173680174e-16
17072,7.734807290332245e-17
2444,9.22102973239811e-12
28972,1.2653305187976532e-11
26985,1.0029114742157695e-14
26986,1.974956994290916e-14
523,5.197555156566671e-10
764,1.4254128827273184e-10
2977,3.786383970919816e-20
4492,1.259197477844647e-19
1644,6.923360199596137e-18
871,1.999832500103999e-17
9493,6.443623202449624e-11
9500,1.2231656479774713e-10
30803,5.027709730523682e-15
11105,2.2560038226639916e-15
10183,1.618841707437165e-17
29857,2.418394772094725e-17
13087,2.1803214202778835e-18
25710,6.049824099221629e-18
3103,9.157662639399958e-15
28943,3.371051879918228e-14
4658,8.362660677499482e-14
21618,2.814162485854369e-13
6522,5.616366013046327e-13
14411,1.4336466710996128e-13
9562,6.5326761845466e-13
19023,1.2993930101748496e-13
10090,2.2616616654967454e-16
23883,1.3387524838279147e-16
6587,5.548648433356809e-20
19399,1.0335713193259866e-09
6130,4.039104084702872e-14
28997,1.2632162276131446e-14
3502,2.9210091785332516e-16
14129,9.868820852044193e-16
19963,6.630130201516886e-27
1701,6.984052464236365e-27
18250,1.074179700896212e-15
18251,6.596426553731335e-16
29248,0.0009037084778308026
31101,0.0002485552966522835
17786,5.3703756275654646e-11
28392,1.3519699878373053e-11
1918,2.3120993882605152e-17
18992,4.945269157885512e-17
30398,1.7839385391237177e-15
30399,6.431024911995173e-16
2724,2.4813524046916728e-08
22917,7.932867836147214e-09
3250,2.6286198309499177e-11
7892,1.5570856126147778e-11
6504,5.000742085001331e-22
19617,1.478459820405451e-21
19263,3.434461289402203e-16
211,1.226594775547849e-16
4058,1.2854043044681409e-18
30149,1.16022763475399e-18
5589,1.3082007207281885e-12
1583,3.3373136565435957e-13
8055,1.4993129564769423e-10
15887,2.7017473434609317e-11
10123,1.5336641859835602e-15
10126,5.411977446684434e-15
424,8.837896964011673e-11
30235,3.0230539232778786e-11
7538,8.617420844192532e-14
6877,2.4162974168197037e-13
21398,1.3072632159809017e-08
33,4.2578846512168316e-08
23739,1.9398813794491634e-14
9776,5.0780748521156966e-15
24885,6.352368207365898e-25
28234,3.2441501272275165e-25
8631,0.0007012660107440347
23215,0.004017764106741313
13094,1.8138314268221815e-13
27134,1.039219720313357e-12
3419,9.842751025766764e-10
3420,8.120132916731093e-10
10896,5.314721863244639e-17
24588,1.6999014660619543e-16
19337,1.4128098529452449e-11
19338,2.975073026959758e-11
19982,8.56986041095501e-13
19691,4.034357727399579e-13
25669,4.171997245779257e-15
2912,1.1942342911528742e-14
192,1.9074392033628977e-08
19117,4.59276199318972e-09
1030,5.2372609964340656e-12
7276,1.4330807813069555e-12
16687,1.3136084720953559e-11
16963,3.992153613691643e-11
23840,7.338074977223693e-16
23838,4.626781353134619e-16
9708,1.5265700439105876e-08
31238,3.0568055134443647e-09
29448,1.183778981072059e-10
2011,2.7232221256317612e-11
9334,6.5234903570665834e-15
23548,1.980792525072761e-15
3199,1.7565150597261146e-16
3207,7.730177467196543e-16
124,7.99575090504977e-07
129,4.231546667944996e-06
6131,8.303190886801881e-16
2416,3.3407950113479482e-15
19108,3.0100727664213315e-08
6124,3.653850025472055e-16
6126,6.244350047870576e-16
22936,2.9367255752358905e-05
22967,2.9368083413456214e-05
19534,1.5253832923160741e-12
27144,1.878447102449585e-12
18162,3.688661425601987e-12
1294,6.695528801827763e-12
29016,2.2086433019940414e-13
23792,6.864716335755876e-13
2052,2.715555557870415e-15
30815,9.424147056929352e-16
30618,1.1221394948510257e-07
30619,2.3995035477031567e-08
21322,1.6748376118183598e-08
29266,1.60222251771707e-08
4617,1.8130937260184378e-14
30341,8.021496162115377e-14
11645,1.2028570076966422e-11
24740,5.1896154993657787e-11
3005,1.9829696511566224e-15
2122,2.1998865635571554e-15
14121,3.282652805584534e-14
31072,1.3145553462267584e-14
27843,9.728207237046102e-08
31106,2.6850871796590483e-07
6931,7.09480427643753e-18
7288,2.7323427135987055e-17
8524,1.128891173234483e-19
8525,2.371360185429959e-19
12326,5.102016828214587e-21
22568,1.8832824653524053e-21
3730,1.3636238280325559e-16
17164,4.0204967952393374e-17
4629,2.147086790263256e-12
12570,5.807071450251045e-13
16938,1.297710735370872e-14
28277,4.420349759981755e-14
3100,5.678693136195644e-17
25120,2.2878940439479284e-16
14171,1.8775005845729446e-09
16863,4.1799798102501564e-10
30187,1.5664197090030039e-24
31313,7.745375222913849e-25
2248,3.8466765600154015e-17
4167,8.937942240441736e-17
2620,1.7555320044345437e-17
10918,6.965534189102907e-18
23159,7.974172778853836e-17
23188,1.5115634801548606e-16
9842,3.807782645707231e-15
9845,1.3102931001197361e-14
13633,4.175711652087738e-19
13774,1.2337783039323406e-18
23539,1.1606151275092827e-17
30484,4.868089830458162e-18
23249,4.450024124952313e-11
23250,1.16930675851652e-11
2473,1.181163526490012e-15
2476,2.4584903965798507e-15
21559,8.713942788276478e-17
21560,3.492180839113814e-16
3416,1.178844398756723e-11
20840,5.07226503998341e-11
18333,1.3067545302887649e-18
18332,3.903058743907649e-18
7141,1.6539864756232063e-09
18765,1.162057666315098e-09
3516,1.9408090483309485e-10
27435,6.268934478411722e-11
10668,7.197955372666249e-16
21960,1.3676795020535016e-15
3581,8.30162753846573e-14
3239,3.250977187364255e-14
7127,1.610786012958899e-13
7129,2.0503013078848932e-13
3929,5.161532408659323e-15
30117,1.564468739467971e-15
18306,3.137490352745317e-16
18307,8.371846310612807e-17
2837,2.638946818741881e-14
20493,8.306676104091402e-15
9851,2.4270333216300653e-14
23776,9.473767678685396e-15
7233,1.329997176242306e-16
10107,3.430635580475781e-17
22420,5.754016743493256e-20
25526,2.2949092896964717e-19
21456,1.1546066954447036e-14
26241,5.596983415888744e-15
2793,4.923090628429783e-09
29087,4.967681856639699e-09
25188,2.86460183356626e-14
28536,9.865662103296298e-14
6495,7.558692384634974e-17
7232,3.4403703436197074e-17
4477,6.601227901815206e-11
28505,1.6768341028930875e-10
6784,1.0531564474508862e-13
23034,7.235254925454449e-14
21836,1.8099110199227793e-07
23245,6.540866758440122e-07
9956,8.335262589510075e-13
30062,2.0774429749784286e-13
620,6.580413062374315e-19
28330,1.8791511218723678e-19
414,4.173514570415058e-05
22714,4.406633051751087e-05
5431,1.40649794611137e-19
21979,5.710425629627279e-19
16910,8.153216029384647e-25
29183,1.2925455918796196e-24
9694,1.2097216713090305e-10
765,7.37054719409944e-11
7459,0.0001158548235715184
19760,2.404286700577123e-05
19565,7.374077398035512e-17
19567,2.04135551481774e-16
1891,0.19798308213858448
1910,0.09108494023722738
6902,1.364083001922215e-14
7700,3.23828557443553e-15
10247,4.111093662445956e-18
10248,1.3923660690429715e-18
30035,1.9330922148160504e-14
12066,5.941355831168796e-15
8296,8.088734282687964e-18
14462,4.899100242327479e-12
4442,1.9278598819445235e-11
6022,1.0096991455547494e-06
21838,2.3116244780610582e-07
15826,5.396613575764109e-13
31016,2.1665184714410363e-12
7778,2.266840347516262e-05
31004,0.00011439907614899869
9989,5.182497360675306e-15
29008,4.5906905088425016e-15
319,1.4193259948886115e-14
29015,1.2769234634509796e-14
506,4.3828795393410003e-08
29237,5.525778162379798e-08
10861,1.3889077837882676e-13
18428,1.428633919867927e-13
28359,3.4097204911326206e-12
15980,1.8627892597239246e-11
10612,3.487417099322977e-14
18977,1.4633070743471946e-13
8321,1.5163453641437333e-13
23120,6.451557703739836e-13
20068,0.11726665740414398
20071,0.10993151528441865
3106,3.332856466512709e-08
4135,7.420858306655656e-09
6898,1.3943123889030615e-11
8316,3.2806026365653944e-12
7222,8.067218401178656e-14
10059,3.1359365917140934e-14
21075,3.0626961786160123e-15
21077,2.8763265365352154e-15
25758,1.0935551966618125e-13
25759,3.381499340348967e-13
5920,1.1247367278434707e-16
25063,5.160258068005033e-16
25027,2.546706975616928e-13
25028,2.546706975616928e-13
1395,3.503621766061765e-09
1396,6.310088088916282e-10
20263,0.001109238166819948
2315,0.0057211274845837285
10068,2.2749257731388125e-15
10072,6.08349729770364e-15
4642,9.108373176091025e-07
14255,5.218827042483777e-06
310,7.604753519823988e-10
20525,3.415893690395522e-09
3944,6.245165104876003e-18
7157,2.4642682647674932e-18
3356,1.4110235964937368e-14
6212,5.1350309575110476e-15
22655,1.7778392609724477e-09
27026,3.7300095937737897e-10
20,1.256576950769883e-07
9251,8.192618033385204e-12
23514,1.9437479768164014e-11
7087,0.004490925719708801
7464,0.02038159411482108
24723,5.903980291399032e-10
2636,7.397587888419759e-05
29595,1.655681645849866e-05
7037,1.8279755562335545e-17
28713,7.660739842335465e-17
590,5.372938328923262e-10
29358,2.155211829968227e-09
22139,3.8235529620961254e-11
28231,1.277739053739709e-10
19736,2.4322007965403663e-10
19737,3.8356012893242946e-10
22094,7.250225149276999e-16
5726,1.7723705421295834e-16
11919,1.525829454747836e-15
23957,6.5835421965449116e-15
19939,1.6260123907620437e-18
19940,8.748322839576648e-19
5385,3.79783973112805e-14
5386,1.2967900994922517e-13
22293,3.335020249479024e-12
18184,1.5789472141589704e-11
11545,1.3542347837529102e-18
24702,2.4610163876685293e-18
5886,1.738140019587469e-12
28485,1.0558883088189283e-13
8352,1.9410858954026128e-16
23089,4.4378693832018777e-16
25409,3.0600612856337934e-14
20624,1.2661573847826037e-14
22152,1.063466191365902e-11
18660,2.2514879302427467e-19
18662,1.807814315289532e-19
23316,9.116277819244704e-13
23319,1.0076369041740939e-12
19670,4.679366398164056e-16
30754,5.507623163008469e-16
1961,1.5167230028376797e-16
3083,5.544612242630458e-16
1511,3.626517316775341e-17
19863,1.0837270966398298e-17
12777,8.755716021558848e-14
25244,2.6359488329905576e-14
3520,2.468922778641124e-15
3400,1.0908659545400667e-14
30188,2.92924787609172e-10
9264,9.79613978846441e-22
19474,2.1264043188626564e-21
457,3.935050648532252e-12
18216,3.3047405988799125e-12
28504,9.66791344209725e-11
18302,2.608973745973719e-11
19899,1.7355015540118766e-09
30789,7.531086073117703e-10
8401,1.4668289967802558e-21
24099,3.396088012741027e-21
2820,4.615111469025371e-14
2822,1.3019300189516614e-14
616,2.9366263653448746e-15
9326,7.594323524573073e-16
19697,1.0493929139443166e-09
29514,1.3529506695891533e-09
1008,1.4051709919586262e-16
9371,3.757619300112161e-17
30518,2.3656884060781224e-14
10128,2.061110771630092e-14
4110,8.277249146095739e-14
6676,8.892124665311087e-16
22544,3.76919335722696e-15
7247,6.6286269321973424e-15
7248,2.414745768433252e-14
350,5.734026614301483e-09
19248,1.2127668875320158e-09
693,5.298291534170086e-10
15795,1.2054598803498697e-10
16815,2.4397126821626766e-14
16852,6.068856647106412e-15
19323,2.1915719693502675e-11
19324,3.394437579128955e-11
23598,4.204108616245709e-17
28945,1.2165483186878661e-17
206,1.3570893476334464e-08
20970,3.49404678015684e-09
1903,0.11075512865753437
19179,6.571757406446938e-07
19180,6.707680128400982e-07
18283,1.6331507656934257e-15
30400,3.7926544670951126e-15
31188,6.575750812598824e-11
13453,2.3181493802844692e-10
4621,9.026401629048298e-09
4839,3.0709281972064236e-08
23719,2.0206586237622988e-14
23720,2.5538185119310434e-14
1864,6.07363218420896e-17
1866,1.9945376441517965e-17
30078,1.558633744091683e-07
2745,1.584695293348511e-07
767,8.582554271083992e-11
181,3.328951473820741e-11
20492,1.2207200860837013e-12
5771,2.936677497497436e-13
5814,1.1908988722209157e-15
30999,4.854345756482502e-16
20027,2.033560143804795e-11
20187,3.337779388677151e-11
7067,6.038999277415537e-13
9824,1.4172064865215018e-13
2079,1.3391257518272799e-17
2162,3.634161228219457e-18
9727,3.0384674188777215e-12
9731,5.443556693731787e-13
9419,9.758377563137422e-15
6664,2.987857100280939e-15
21271,2.322855872520222e-18
30150,8.514638441687234e-18
7693,2.2117544530829003e-11
8430,5.164279206146199e-12
25746,2.281266383233583e-18
13352,6.536007140923335e-18
12965,1.8851622318117257e-10
20829,1.2327824835098967e-10
23834,9.818352548081483e-16
23835,1.1630267110419662e-15
20010,3.4938456045000705e-12
31257,1.2072479738475733e-11
7665,1.2159492831210941e-17
22833,3.8257999396052845e-18
1385,0.006981614332363002
29960,1.8566038109546573e-19
30926,1.9365300403171837e-19
24767,1.4011405275829516e-13
24770,5.215547901581795e-13
30579,5.332160208674856e-16
11843,1.485115091389917e-16
21299,1.9888881865009752e-13
21300,6.125020664051532e-13
9487,6.311985821418866e-16
2672,5.924483242886084e-17
19635,1.1373480359084698e-09
19494,2.661682795202855e-10
22575,8.123166279197542e-06
25930,3.633172264171535e-05
13566,1.147681956201854e-18
13567,3.843599471193545e-18
2643,4.2026699593106326e-16
23959,2.8170599707666916e-16
10161,2.6142968731878367e-15
29789,1.2468217581639995e-15
13917,1.1374515023354106e-24
