13322	13394	
5366	18391
16909	18633
21844	21845
6227	22348
14527	14530
27842	27847
7383	29044
20477	2794
2115	29564
26593	4090
7888	30439
18013	28801
12204	28422
3972	21214
30738	23624
2415	6402
14531	27220
9139	9138
179	29050
3686	21003
15714	26814
1713	17698
8983	8984
23578	28989
22154	22155
24649	24670
23528	3617
2506	2550
4014	7803
1518	30030
2051	22061
4797	28535
6600	19051
2461	9244
12523	13004
19231	19232
2470	20332
30358	30359
4256	21401
6382	6384
19532	19531
2830	30796
8640	23216
769	28515
6511	22471
29880	5883
3205	3767
2573	29592
2027	2028
9876	18868
6790	24876
28544	26318
19257	364
26175	26862
24339	10830
9107	9138
8807	8817
28968	30322
9757	6320
27737	17056
14892	26510
22771	7512
24790	11801
10817	10818
6128	28614
26065	23449
1227	31130
24615	24616
4541	9993
23365	23366
1190	19689
8712	23254
5461	21999
5452	7839
8309	28829
16548	16549
8353	23090
2068	18734
5045	20631
27621	16101
10296	23974
5255	5256
4385	24739
25387	25294
6055	7421
1723	10491
13653	21840
13642	21149
19548	19551
19662	29337
28517	4610
29553	30853
9216	23506
19319	19320
2327	29355
6815	6816
16522	25639
4914	20469
7681	27180
14395	18737
17253	27900
16373	29364
4745	4746
8721	9895
3442	1206
5348	10225
30301	20153
12629	25173
5157	5156
20904	20906
10436	28450
19672	22726
3572	642
16130	30695
952	29481
10851	29881
2659	15532
10143	30867
23079	23081
500	19340
536	16283
25666	25671
3586	30868
22186	22151
345	354
25747	25754
26088	26087
24881	27243
3350	8604
16491	28494
18604	18680
18303	18301
30876	30877
383	28558
3607	3608
2384	29582
3027	29564
14283	29239
20471	20473
5922	25074
14039	15888
9416	29520
4808	4846
8162	23072
18802	18803
20922	22964
106	19059
7583	8027
790	791
9321	23561
2644	11495
14836	14855
9150	31119
3097	9646
549	15818
19799	31138
2854	2856
3412	29063
30919	11904
4294	30919
31218	29701
3709	3740
22881	7721
19401	22984
18285	23854
1225	20494
8491	23173
17388	25623
7383	23178
24029	10421
22212	22253
7170	31287
4956	28544
20436	490
6206	6207
12538	23654
601	7267
2715	30833
25118	29152
8639	23216
7567	7569
8431	8433
3272	18367
9887	15226
22550	2711
5834	28489
509	19341
9204	9207
11458	16062
30794	3510
6751	6754
6624	14535
8728	28873
21159	21160
1889	6613
19280	358
29822	4891
4113	30175
3840	28438
2790	26788
12028	12029
380	446
389	9688
3725	21019
546	19376
5419	22930
9913	9918
8236	8238
21435	21436
2656	15532
3866	16977
28728	7152
8555	8557
170	749
22551	22555
15807	15811
18631	18677
10213	10215
813	407
7301	30945
7820	22924
27053	27054
8619	29612
1402	19806
30637	576
23107	23108
13004	13485
9049	13155
15959	15960
7858	30432
22741	878
30749	9101
9709	9712
28703	28702
27044	28921
9238	28931
13421	13422
18301	18304
20994	3675
8225	8235
23822	23824
16074	28886
3537	20905
177	1669
18637	18653
6175	11901
158	19088
117	344
19373	19371
23412	29672
5332	28548
3540	20907
9007	29597
1841	20036
27862	2783
11254	29377
10013	23846
6745	6749
28617	28597
1977	16181
7174	22634
20199	28280
2453	20339
29744	2034
19254	30835
8819	8833
7889	13233
20227	20238
28517	14453
23782	9480
9874	17072
2444	28972
26985	26986
523	764
2977	4492
1644	871
9493	9500
30803	11105
10183	29857
13087	25710
3103	28943
4658	21618
6522	14411
9562	19023
10090	23883
6587	18653
3572	19399
6130	28997
3502	14129
19963	1701
18250	18251
29248	31101
19280	358
17786	28392
1918	18992
30398	30399
2724	22917
3250	7892
6504	19617
19263	211
4058	30149
5589	1583
8055	15887
10123	10126
424	30235
7538	6877
21398	33
23739	9776
24885	28234
8631	23215
13094	27134
3419	3420
10896	24588
19337	19338
19982	19691
25669	2912
192	19117
1030	7276
16687	16963
23840	23838
9708	31238
29448	2011
9334	23548
3199	3207
124	129
6131	2416
19108	354
6124	6126
22936	22967
19534	27144
18162	1294
29016	23792
2052	30815
30618	30619
21322	29266
4617	30341
11645	24740
3005	2122
14121	31072
27843	31106
6931	7288
8524	8525
12326	22568
3730	17164
4629	12570
16938	28277
3100	25120
14171	16863
30187	31313
2248	4167
2620	10918
23159	23188
9842	9845
13633	13774
23539	30484
23249	23250
2473	2476
21559	21560
3416	20840
18333	18332
7141	18765
3516	27435
10668	21960
3581	3239
7127	7129
3929	30117
18306	18307
2837	20493
9851	23776
7233	10107
22420	25526
21456	26241
2793	29087
25188	28536
6495	7232
4477	28505
6784	23034
21836	23245
9956	30062
620	28330
414	22714
5431	21979
16910	29183
9694	765
7459	19760
19565	19567
1891	1910
6902	7700
10247	10248
30035	12066
8296	23108
14462	4442
6022	21838
15826	31016
7778	31004
9989	29008
319	29015
506	29237
10861	18428
28359	15980
10612	18977
8321	23120
20068	20071
3106	4135
4541	9993
6898	8316
7222	10059
21075	21077
25758	25759
5920	25063
25027	25028
1395	1396
20263	2315
10068	10072
4642	14255
310	20525
3944	7157
3356	6212
22655	27026
20	344
9251	23514
7087	7464
7141	24723
2636	29595
7037	28713
590	29358
22139	28231
19736	19737
22094	5726
11919	23957
19939	19940
5385	5386
22293	18184
11545	24702
5886	5883
27621	28485
8352	23089
25409	20624
22151	22152
18660	18662
23316	23319
19670	30754
1961	3083
1511	19863
12777	25244
3520	3400
30188	358
9264	19474
457	18216
28504	18302
2573	29592
19899	30789
8401	24099
2820	2822
616	9326
19697	29514
1008	9371
9851	30518
10128	4110
6676	22544
7247	7248
350	19248
693	15795
16815	16852
19323	19324
23598	28945
206	20970
1903	22155
19179	19180
18283	30400
31188	13453
4621	4839
23719	23720
1864	1866
30078	2745
767	181
20492	5771
5814	30999
20027	20187
7067	9824
2079	2162
9727	9731
9419	6664
21271	30150
7693	8430
25746	13352
12965	20829
23834	23835
20010	31257
7665	22833
2315	1385
29960	30926
24767	24770
30579	11843
21299	21300
9487	18868
2672	9007
19635	19494
22575	25930
13566	13567
2643	23959
10161	29789
13917	25994
7259	12203
20169	20170
649	3455
4541	7106
18484	7523
20939	31338
14530	30238
11488	24667
19231	19242
5122	5136
2945	19461
5108	5109
3561	3566
22750	7273
4247	3106
24610	30014
28902	28903
6587	18622
9690	19168
19759	30762
4294	11953
7892	20837
2008	2014
3223	3225
5862	15830
22258	28607
25751	25754
322	7566
29513	1194
29920	24711
17747	25241
8413	30453
1019	28680
4948	22353
319	6894
1942	30153
2796	29368
18678	18668
14001	14015
3135	8363
2656	29257
6724	6771
13410	13443
4167	11949
12075	24921
20964	29829
10162	10163
9174	10747
22678	29098
4394	5791
23644	23645
2943	2944
23775	9848
20958	3512
29210	933
14165	30034
6794	12405
2902	29604
638	19788
6132	6154
29777	30152
3936	21167
7434	7435
3902	16987
15636	29356
2731	18177
4035	30880
29960	29961
22298	29889
25912	25913
18105	18106
9805	9807
20767	20795
6492	6487
3222	3224
8753	30870
18300	18305
1132	29507
20467	22765
19292	424
25685	30620
19411	19423
2298	2304
20895	29873
20777	20796
7278	6435
23880	23886
29272	6337
15511	15512
3974	1865
2643	24861
29175	2276
5042	23564
9817	23762
21761	4957
12142	12143
26574	15010
7524	22831
22222	31213
6315	23560
18658	18659
9745	23317
18757	28893
11538	28890
27495	16182
5699	18420
7784	13083
7209	23251
9904	9910
22392	28626
5942	29897
21207	3986
6709	6711
10071	10072
9003	9005
19532	849
1527	1528
897	30861
19178	19179
959	2124
915	914
19486	19487
2039	9300
20690	29797
18672	18679
10706	27287
1298	3546
1311	17085
18154	29507
29132	15107
11662	11670
21090	31321
12853	19477
8412	8449
5307	30911
27128	27132
14496	26258
23904	30526
8207	30441
8621	29612
10216	29034
3549	20962
7950	18801
4293	21437
20939	20940
15756	26850
27865	9253
17705	3335
20830	20831
1808	2345
6765	19958
9839	9840
19996	19997
5762	9799
26271	26273
740	19480
22891	7734
27179	28574
446	20041
2939	2940
6018	29909
3319	3336
12077	24923
21983	27065
28663	28673
6096	22304
19245	22405
30487	18728
10299	29045
26269	28302
5947	22216
27222	30271
3023	20854
7590	19223
1898	20067
1151	1475
26132	26133
29553	20071
1185	1155
28835	228
27174	27177
30951	7644
3880	3885
26982	26983
802	808
8111	23058
8699	8698
21531	4463
21547	21548
23435	28407
3230	20643
14522	28305
8080	8149
7463	9628
2786	23961
15157	23945
9293	9295
28778	22883
6265	22376
641	10097
18355	19803
19440	19458
27027	27030
5881	28765
9089	23445
246	711
4957	7048
5890	25735
791	10666
3760	16303
26162	14224
26273	26276
1441	18240
20514	15947
13289	239
26857	26859
11849	24795
15885	386
19407	653
30332	13507
407	417
18548	30073
1047	8339
14847	14842
12855	13288
20520	28461
7536	7541
20735	20738
175	242
28968	29641
29387	19501
1829	7476
17048	29726
19144	29170
6700	6703
25587	25593
391	29303
3037	3581
3714	3718
29973	6897
3754	21027
173	358
14370	21441
23958	23963
16708	27532
2819	2967
22634	29969
10394	28476
20279	2327
18515	28473
17760	29169
3339	20737
4161	4162
25279	29173
13348	25626
12204	28422
24668	28892
4427	30766
23656	23655
20562	23861
28350	28360
3257	22932
7632	22833
7315	7435
6250	28523
1686	19947
20780	20792
11670	18348
5316	5350
21133	22608
11775	29313
7259	7260
2450	2466
29402	31083
20033	20034
5858	29894
18567	18570
652	651
29017	30068
28803	30892
26214	26211
5794	22114
1190	21627
12057	24911
4649	4651
5811	28596
13601	13608
4405	4407
3879	3901
1478	30804
7439	22727
25027	30180
26169	26167
13445	1555
18434	18440
5133	7337
19751	21496
4666	4671
7131	7132
29278	1191
8728	28873
2106	21118
