13322	13394	
708	2784
21672	21673
277	30517
16361	27340
7118	9344
6337	9161
23857	29979
1724	560
2531	2536
25620	25624
19819	19817
10166	29029
15292	24908
25602	25603
9313	9317
886	19560
28696	28873
7857	16305
13373	25665
3546	21982
8203	8206
6832	29623
1382	1157
15898	15899
429	4802
16576	27470
7673	20456
3784	25974
6579	20168
1230	10392
10013	10012
24977	655
10087	27774
4072	21334
13325	27887
1217	21497
27248	16235
2085	29499
3851	19179
6684	28470
15557	14291
2517	20348
2500	29586
16536	27451
16269	27258
23847	29015
9692	19169
20978	28426
18738	20331
1993	2049
7843	22941
7723	28166
28588	23152
4909	5873
1897	12306
1968	1969
5361	5415
17208	17232
3521	3523
22969	3396
14312	14384
18630	18676
8967	18986
29482	19707
1572	7041
2923	16217
3439	13865
21879	26244
6003	6005
22319	22317
7209	23248
3729	3585
2656	15532
28539	30228
11287	19896
19701	19699
8229	8228
3017	29923
2389	16151
437	439
7902	2801
22261	6039
24500	11151
17182	17183
24746	24747
3548	20909
3091	21321
572	21009
11882	26847
3499	9665
18767	7494
19948	29539
23369	28661
23998	10385
12139	24869
30727	19363
29362	676
19400	8025
13674	25867
23444	9083
20488	23671
26319	28314
1197	19692
1953	2053
7275	21860
11963	11964
7482	16710
2104	30961
20683	20684
18495	18496
29588	2483
1299	1306
3544	29498
5345	21942
28958	18036
4384	11646
21119	21122
7544	28765
3740	28428
19316	29500
11782	24814
238	19152
7538	7881
18252	18251
603	29032
1284	19734
6701	28771
1924	23766
22392	29390
11883	16701
2886	2893
8538	8539
4309	4310
6162	18203
14203	28120
3752	7401
15733	15752
22775	22776
12055	29121
16908	18636
30679	27709
20767	20795
8054	8059
8680	28403
13345	17388
20789	20804
24894	24895
12067	24918
23611	20522
3912	21148
30443	8235
2056	29344
7215	7220
1140	5962
3502	3503
23377	7803
22239	29904
8330	8337
4104	21312
16088	16087
972	3113
23443	24883
15722	15720
1171	29511
7214	28738
21005	21006
9199	15225
15946	20513
5171	28559
18757	20396
6729	18122
10911	16101
28399	30821
14776	14842
8169	23073
30419	22996
2580	20365
10279	3947
6425	28467
22477	23397
22342	22343
5312	5316
17355	18815
13366	14763
816	837
22911	30281
14558	1701
19562	19566
659	19413
8407	8419
13021	19964
9013	30989
28658	21239
23186	23187
691	29575
8974	28121
10371	24205
2973	2974
30993	9153
6134	6177
2384	2385
2532	2533
755	757
24144	30536
24768	24769
3784	6332
9510	23609
9941	23814
6271	22377
25585	12262
14345	26192
4202	28478
8038	29875
13424	20431
5557	14164
2340	4167
9257	30063
8826	8778
19616	23423
5746	22093
11966	24889
26013	26015
25400	25398
22472	30392
6153	6239
8196	15447
19286	19287
8601	8603
888	19731
9249	9251
14131	14145
1060	1061
174	19150
3800	31178
16311	18826
6402	10053
361	19259
9942	18290
7989	7991
24105	10545
8379	8380
5557	14164
27144	27146
17160	27766
19235	19236
2517	2522
20799	20803
5761	30376
1316	19752
23158	23160
26966	27146
3473	3474
11862	18442
23690	9695
6713	8341
10173	146
19864	1389
22203	29938
11865	14315
19383	28632
25403	29182
21119	21120
802	835
1272	1289
25385	25390
23923	10198
683	22948
11158	11069
18438	18443
6723	28677
21104	20742
3585	9061
29800	9985
19346	19345
29513	30757
2754	29641
27950	31096
21475	22586
8387	30450
7935	302
11590	24725
3317	6613
3518	21109
1933	20085
11594	11595
4082	4239
18383	18384
1960	6422
28883	1030
23094	28832
25650	30625
635	28866
19986	19985
2520	2521
706	2820
8964	30022
21039	21067
23492	23493
3437	20856
2771	24401
2644	24578
18824	18836
7828	30962
25243	12822
1990	6409
8803	23283
12068	12069
3604	3603
12423	25045
2315	31067
13062	25390
4086	21344
23828	9965
4637	16631
4651	28862
25943	30099
29549	30822
23802	30494
23260	23258
9411	30490
7398	16601
7271	22674
14234	27429
9636	1875
1834	6891
30059	9895
4660	16900
27971	27973
22461	28643
29565	2116
1852	20058
15942	20958
9132	28917
23573	9408
7370	10385
28489	21478
3915	21334
4927	15927
108	22324
9669	23679
5973	6534
22073	5641
16139	16178
28145	21262
23969	10286
29771	1237
7294	14239
1137	1427
15739	26856
1172	19967
16792	16793
21968	21969
5345	7311
16033	24958
20247	29708
291	26158
19634	28669
9865	23787
7847	8155
5608	29023
1968	22312
28672	28933
14333	21433
8339	8325
8215	12182
1943	1949
29161	30221
1155	30030
3636	5773
6079	22292
23713	23891
22747	6572
7175	22643
28470	4473
12172	12199
18539	5957
6423	18697
30467	8927
873	1652
20029	31202
28609	6042
9040	26071
791	10666
13675	13676
14320	14341
18741	30720
17571	18828
4384	4381
23483	31273
19169	19168
10946	10948
194	29966
14811	29394
7774	31228
23348	23349
14938	10350
29279	30012
23888	23889
9975	29013
5269	5500
10079	10082
3079	20561
2637	2639
28974	23677
28757	19672
692	3269
14345	27426
14419	29288
14370	21443
3766	3835
8671	20202
5332	5419
21104	21098
3997	21317
26192	27422
6577	22495
17560	31110
15406	28856
8496	23173
1894	29495
4542	4543
6424	22436
20434	20436
1276	6761
6243	22354
25436	25437
3929	14390
7114	22618
28555	5718
8520	8522
2120	2132
11006	23242
22951	22953
14716	11775
1244	1247
4723	4724
206	3733
1877	6335
22853	22854
6745	6754
23741	30511
7073	28441
1179	1715
4900	31076
23783	9867
9211	14314
1376	1377
7101	22619
30769	30770
4986	4987
8032	8051
10890	24374
7692	7698
6638	30017
1655	19927
23826	29013
3477	3486
18585	18587
673	1573
20620	20621
9847	23775
23061	28826
20785	20799
716	715
10025	14045
676	29353
8015	3547
18751	24375
26005	13947
2028	6187
1961	3077
25679	25739
2560	3037
14238	27390
23190	8538
21779	30268
5671	5672
6488	22523
2315	1385
22148	22360
2550	25768
8216	12183
243	30738
19237	29285
26060	26061
16976	26981
15711	31332
12208	30285
29809	31305
8996	19241
15705	15711
4431	28486
4853	21701
10078	23869
2790	5620
7810	7809
12100	2647
29901	315
16372	27343
3478	15636
4280	26125
8729	22241
25669	2912
6828	14470
23920	10189
6100	7490
7101	22619
20088	30152
26270	28300
945	17263
8189	28408
29150	29151
194	25377
4129	20589
19949	21823
12488	14275
19737	19738
1902	20073
12069	12070
23848	28671
4955	31155
1898	20068
6728	6731
31151	30013
24956	24957
646	24976
2724	4839
7540	22778
646	20899
10143	22707
25912	13703
19683	1152
4406	1316
8628	18716
30508	4632
446	19261
23094	8254
28859	8569
28469	21266
26274	28309
9087	9088
20404	2630
26570	31224
21068	21071
18741	27782
9988	19720
20109	30815
1943	1944
3052	3074
19585	905
21533	21534
22846	7636
25240	25242
28552	30356
28711	30943
25377	25379
25749	30616
27738	27739
5867	22171
16727	27508
5107	5105
7171	29555
4440	29054
25404	29628
7703	9823
15927	26853
30982	14128
28868	1077
11609	24730
26861	26912
297	28518
20796	20801
9015	30988
3625	15636
13444	17783
8224	9406
29004	9898
12523	18579
29379	1867
8187	7567
19854	30737
1997	2022
17427	27969
2468	2474
7457	29947
25445	25587
6021	6092
8864	8865
9802	30060
1498	1499
8663	8664
2890	8652
7538	2523
13445	28692
1109	1110
1077	19321
27031	15981
25950	31243
23687	9686
17312	30081
4446	21522
8875	8876
8470	8471
2852	29603
9483	23781
8722	18050
21148	28453
18760	18761
11958	11959
15744	15961
25634	25635
9864	9866
484	30506
4311	21448
8305	8307
21617	21618
5114	28554
820	821
8839	28881
25931	29233
3901	19459
22012	5390
29385	2047
8038	8035
7983	23006
6691	25047
20689	1197
18671	18679
6449	23203
29896	5773
9733	23709
4161	14371
6721	6731
27161	27162
23294	28882
1479	30778
4075	4250
2924	2927
2708	428
16724	27548
19355	19356
3275	23967
18801	28023
22130	22131
23307	23488
29285	19273
19975	28392
4113	29175
2473	2476
26019	26009
18815	18813
1307	17053
23535	23531
19899	28089
3678	20996
8819	8825
1723	1721
6061	19006
10160	8906
13840	16857
1030	8852
10244	21925
2320	19401
133	19458
456	504
2697	20416
28363	28364
25402	25435
20771	30789
646	19393
29505	1007
16673	31095
23459	6600
17872	20864
9015	29799
5241	21895
411	426
16217	20493
7089	9821
20684	20685
7836	17801
29824	29825
28236	28414
690	31132
9250	27865
605	22889
4693	3491
97	19418
18608	22461
104	6877
30835	367
3335	20728
7734	22892
4532	4534
3785	22665
28858	23194
5762	17990
1687	19953
38	22613
23589	23592
8116	8134
814	4895
3702	3605
223	224
23025	3677
25861	25862
9519	18036
8252	8255
21300	29646
9312	28937
22135	8840
30394	31235
8938	8939
6616	12323
236	19242
6819	6838
19214	29237
3465	1715
8973	8974
16218	16993
638	5962
10438	15843
18484	18481
6210	20323
2693	2697
29701	31218
4247	26122
265	336
5306	20681
3235	22514
23886	23887
684	749
3099	25120
316	5961
18274	29915
2863	2864
17214	18537
18692	28635
5124	1236
16706	24875
17771	27047
4787	9151
5738	5740
26276	28308
23879	23881
29636	30167
25949	31243
26161	26178
18043	29747
25941	13715
9308	30725
17996	22685
23935	23936
94	19389
21366	21368
1304	28679
5913	19100
28659	7004
3494	30304
13410	21570
28119	29870
11859	18578
14811	25949
7488	7483
368	369
21934	21935
3286	30306
277	19211
20854	30176
4106	4231
322	20897
10541	10547
18374	29837
7127	8460
22396	28539
9041	23414
11539	23329
18603	18625
2628	31165
1682	16341
6603	28654
27262	14426
22085	22086
19999	20000
214	8553
19990	19998
8741	8744
25606	25618
9469	9471
17803	21454
4385	24727
14419	29288
28373	29128
1947	2160
2042	18704
8970	23378
27698	27699
2383	2385
9956	29011
3774	7158
9230	23508
1967	19004
318	16885
24879	29070
4093	7049
656	6508
18145	7130
10641	25684
28312	30987
1918	6393
5228	21917
2656	2658
7222	22670
20747	20647
7366	27151
4757	16486
13599	18087
7370	26687
4658	4667
20828	20829
3516	3566
6417	20089
22094	22095
30315	30316
18636	30405
398	19285
13445	28692
8646	12361
3478	15633
24914	24915
13422	15815
6987	22602
4454	26227
7123	7131
5390	21951
21773	27508
25563	29606
1056	19648
1748	1742
17860	29704
5326	21936
8749	8754
1137	3108
825	21667
16931	25639
3607	3608
1037	1025
22302	29804
6405	29980
9682	9801
22479	22480
21752	30041
23061	23062
10295	3275
7379	23910
9791	18118
8069	8072
4912	5881
2976	20532
6765	15743
25654	25655
22262	22263
9480	23781
1324	1580
416	422
11996	24725
18560	30393
12229	17174
22499	22500
18188	18189
6367	13506
4217	24173
20765	20807
8366	23131
12969	25330
4440	4442
21433	30255
26249	28517
15898	26250
9958	31016
1825	20027
6315	9363
2770	30840
25125	25137
19310	28646
12406	30190
25401	25402
23616	30078
3523	18402
5349	29038
30412	6669
23307	8869
28443	28448
9034	9053
2639	20399
1536	1538
7776	28352
1289	29517
21048	28540
7473	7475
22833	7636
8371	23135
21817	17733
22366	22368
22643	22642
21052	21067
8869	9001
8319	4372
19972	20009
11973	18207
6366	16502
7740	28780
21763	21765
3583	7586
8866	23302
246	28376
18326	18327
9849	23777
18974	18975
3023	11064
5437	21985
3235	23568
28489	21479
20698	4945
2904	12763
21790	5002
8328	23117
23839	23838
27707	20199
7806	1447
9181	3510
17397	25626
21329	30248
18169	18172
11867	30574
649	3455
8602	8615
3331	29781
9061	9136
8895	8896
5860	31271
8898	28887
8671	8672
18875	18880
15534	26790
14244	14284
1904	20166
13787	28104
7908	7911
8609	8611
11904	30920
18155	18140
20470	22767
21073	3787
1655	1761
9646	15686
20017	1807
27113	27112
23542	30725
697	4125
10814	10815
19373	19372
18424	20072
30962	7829
23250	23323
19902	19906
14578	1932
1191	2830
19817	29642
18530	18631
2015	14333
13780	27939
7652	7654
9624	9625
3294	5230
13584	25807
3400	3402
315	316
3604	20354
23409	23405
18706	18707
19452	9428
17295	7425
3886	21138
3775	21050
21078	25279
6426	6435
5639	7799
18841	30970
19509	22469
9370	9372
3026	30393
2246	2247
12035	24906
27299	27301
4786	28533
3270	29781
18412	29028
9627	9631
22316	22319
9344	28634
11162	18397
5226	7059
17792	20426
6528	7879
19922	19924
3668	3670
3579	6445
11011	27535
6019	18345
23728	23729
4309	4310
27779	27780
25332	25337
22359	30375
7890	30438
4039	28236
9113	23467
6183	28615
18739	3667
12643	8966
29825	29178
15942	28427
25729	13425
18173	23099
10814	10816
7372	22706
25971	28287
9757	23726
22852	22854
346	2292
17797	20796
10725	2643
9497	23669
23538	9298
3981	4086
9530	23618
5331	21938
30855	1860
10151	23915
13608	25817
1956	8986
16962	27150
18379	3227
8896	28891
20233	20239
4394	28491
5872	29101
15691	15692
9934	23841
13351	25617
18597	28643
9300	9305
606	19294
1299	21984
28772	7617
18860	18859
6631	27391
16021	27049
4310	30299
16248	28981
9282	23535
13867	14235
11859	11968
1830	399
6660	6682
8302	8304
284	2315
5997	6045
20858	20861
3513	1767
20082	29582
409	29309
10174	10175
3502	14129
6788	9985
4300	14370
22406	31183
4204	21369
18527	18529
10910	10908
28884	23311
395	770
18736	28647
19309	21017
2446	2674
186	2971
21535	21032
7082	23042
23404	221
22167	22169
8713	8814
6252	22364
498	8168
23532	23536
690	28396
19541	19542
20789	28404
18708	28211
23248	7721
11812	12570
693	15795
4294	26128
5349	28563
8669	23238
8939	15677
8467	29845
23922	29031
2494	20340
9026	9024
4517	28664
33	30185
17487	17488
7489	22745
9181	19940
30604	1808
21846	2070
245	3224
2044	4045
1139	1155
9886	23792
2038	2056
14080	9562
2883	2887
25641	30612
27046	27047
22165	28232
6413	23899
30431	20839
7459	22736
306	19209
10429	30381
8297	8300
9755	23741
29158	2140
20597	21397
5838	22130
18814	18813
8080	12818
1363	1183
15087	19056
2048	20098
2656	29257
1275	4792
10004	23841
16805	31116
3926	21159
19690	25734
26049	26101
25110	12543
30252	17803
111	19065
3903	21374
20093	4032
2710	13424
7189	7197
24872	24873
22480	6003
25583	27217
15669	22032
2452	2465
23587	8979
1223	1224
2610	14602
10014	14322
25240	25241
20445	9105
21780	30268
24627	30567
9212	359
6262	18572
18292	18294
29362	992
201	203
8949	10990
19668	1114
2974	2975
20857	20858
18164	29516
8333	23121
22696	22697
506	19237
5727	22094
17758	25863
23755	8626
18351	22159
854	25771
1435	1931
21021	21020
28563	15137
25031	25112
1875	1876
18633	18634
21345	21346
18587	18586
11662	13171
8885	8882
9042	9046
21936	21938
22050	29967
29627	1431
22495	22496
4451	292
1863	20054
30446	8260
14283	14301
1976	2112
14628	17175
6292	28749
5383	21973
14313	14314
378	776
8463	28457
25131	30167
14530	19584
1976	3018
19432	19611
27416	6847
5859	22153
16214	27216
20101	20575
2098	2097
6660	6678
3273	3274
30733	4821
4548	21566
2085	29783
7214	28738
24185	24292
2278	9660
92	1178
18268	18269
7858	28621
8608	9128
821	24809
11147	28097
7189	28734
29140	106
9767	23732
18339	31339
20812	3331
3334	20743
1232	30760
8826	8878
6404	10053
2726	20445
24144	24145
27976	3864
9695	23698
1065	1066
2512	2513
19379	28848
18624	18625
22555	6738
15788	26912
4258	7763
16422	27969
1734	10491
9477	23596
12123	24937
7471	190
20284	22694
20921	28425
4686	21697
8252	19036
5322	21937
29532	29534
10668	21906
8982	28895
6958	29167
22127	8774
11530	11531
13767	29245
5953	22505
6527	6529
6720	6729
19719	28269
19951	19952
13841	29284
27034	27108
29902	30595
25502	29131
283	284
9115	23460
23319	23214
25666	25667
2471	30021
2518	29587
717	2863
17425	27976
18280	30525
8974	15675
28848	26834
48	29421
12538	25109
2341	4987
474	951
7605	28226
6650	29015
17848	29686
12447	25054
8636	5211
21018	20809
9025	9028
3465	4973
1831	9009
13730	17391
23494	23495
16235	27282
20288	1808
7683	21439
24499	11148
18404	30114
11405	30565
19181	19182
15156	15157
11930	18334
20116	20117
2783	27862
12398	25036
8206	8207
3754	8249
3329	3910
3981	21344
5119	5999
1276	6896
3614	20944
14014	26072
16113	29632
2722	19071
21422	21429
8471	8470
14300	18197
22857	28166
24872	4264
896	30631
7039	7040
8338	29228
20958	24820
9869	23788
28448	30928
19756	29128
6457	29610
20262	29549
31271	28533
107	502
10724	14320
25380	25379
17238	27884
8113	23054
6799	10073
17099	1307
10641	25682
13777	25943
7251	8473
9433	28759
9675	9676
2654	20345
9855	28996
1994	28155
2066	29530
18087	18088
17396	17397
18815	17352
6647	30416
16909	18590
18628	18629
9884	31012
8365	23133
3146	48
16191	667
21044	29987
25650	30614
12167	24966
14520	29169
8975	18116
18454	18455
3937	18775
952	28841
22272	22280
7608	7607
23386	23445
246	1239
19130	29673
19200	29248
14486	18342
1873	20506
9492	18039
974	642
22916	2346
30462	8666
13301	31027
7337	8181
16281	29255
28602	7243
22674	22676
225	19344
25404	29628
4072	16548
22890	29989
4189	18485
6978	28707
23108	23109
819	20546
5316	21932
19487	23449
5328	8968
2243	17968
20251	23262
16287	27282
3540	3544
18790	23683
3536	8863
12601	25157
18589	18739
7193	7494
30037	8915
13762	17171
26570	31224
19474	19475
21928	28565
7942	28968
3556	8845
6930	28700
1710	18062
1889	3754
1617	17867
16039	16418
15554	31171
18469	18476
10070	10075
6099	28612
14149	26110
982	17181
2754	2758
4624	28084
1997	20056
3856	19515
23694	23695
2512	2463
830	19000
10860	13730
5812	297
21446	21445
19449	19450
25680	25697
10181	10183
12483	25076
3237	4231
26101	26100
22149	22150
13707	27613
6861	29409
1950	20091
31172	31173
54	5576
12020	24903
19096	19404
18593	6445
3559	20918
5949	28480
8316	534
21476	23721
9859	9858
8352	10050
22047	5610
3296	20684
27240	27243
5860	30994
1298	21982
20096	21257
9442	19247
16508	16509
18873	14956
13248	13249
30574	30575
11530	24900
10306	18336
2413	2414
13406	13396
401	411
676	992
11162	18366
2351	14689
2774	7843
25454	25455
446	3331
2876	2904
29873	29874
19056	30148
10063	23862
4481	10025
14365	23829
10318	23979
570	19361
3604	30666
391	19279
5865	22165
26020	10442
370	371
26046	26047
30933	31287
23189	23191
5882	29880
16708	885
750	19087
11954	27276
510	1208
17941	25862
23988	23990
17233	18820
25729	4963
21794	5002
1768	14411
28502	28505
19404	79
21573	21576
8396	23140
1505	19383
18537	13803
1454	29383
13083	474
19084	20519
5762	7799
9514	28957
5318	30344
10060	10061
29871	29870
6097	22305
620	2926
9493	31001
1104	1108
1514	6177
3021	30382
2106	30943
7755	28653
9762	29188
29550	29609
9990	9991
22470	22471
2045	1976
14171	29331
19814	19816
10542	31028
3774	28551
2976	2983
13867	4440
6293	21581
1189	19122
19498	29713
3286	29513
1347	1434
7496	22760
1774	22679
6961	6960
206	20975
2848	2849
3295	20685
3131	4064
11965	30885
9128	12008
1837	1924
15901	7113
15602	15603
18590	16909
8379	8380
564	1844
9861	1323
